timestamp,趋势跟踪策略,MACD策略,RSI策略,布林带策略,均值回归策略,突破策略,超级趋势策略,一目均衡表策略,随机指标策略,成交量突破策略,动量策略,链上资金流向策略,矿工持仓策略,MVRV策略,多时间框架策略,波动率突破策略,趋势反转策略,组合策略
2022-01-25,100000.0,127672.71779994918,101655.2465995719,100647.3688294356,100000.0,96222.24308540967,117888.52472329121,100000.0,104421.35699906206,96852.23861740748,126942.62359573391,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-26,100000.0,127672.71779994918,101309.75906380516,100323.6952777045,100000.0,96558.98124688798,117888.52472329121,100000.0,104072.26920123478,96873.98958434595,127353.3366863843,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-27,100000.0,127672.71779994918,102123.17836871548,101085.75552072503,100000.0,95766.16155619036,117888.52472329121,100000.0,104894.16499909955,96822.7788905391,125473.44405910217,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-28,100000.0,127672.71779994918,103413.6199994898,102294.71903660827,100000.0,94508.39999533509,117888.52472329121,100000.0,106198.05408474164,96741.53615283883,122491.1055616184,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-29,100000.0,128903.1035049127,104457.82813215892,103272.99616691754,100000.0,94508.39999533509,117888.52472329121,100000.0,107253.1437182875,97693.55947111908,120077.83708114004,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-30,100000.0,128124.12518748578,103796.72203270679,102653.63211719612,100000.0,94508.39999533509,117888.52472329121,100000.0,106585.14835377819,97090.81716061155,120819.80063293767,100000.0,100000,100000.0,100000.0,100000.0,73918.27281632947,117888.52472329121
2022-01-31,100000.0,129723.01452612475,105153.67314479261,103924.90572479399,100000.0,94508.39999533509,117888.52472329121,100000.0,107956.24000380267,98327.97387300941,119296.88582762382,100000.0,100000,100000.0,98759.86421415699,100000.0,73918.27281632947,117888.52472329121
2022-02-01,100000.0,130345.17522871678,105681.69071103458,104419.58441316594,100000.0,94508.39999533509,117888.52472329121,100000.0,108489.75994397777,98809.37697627678,119296.88582762382,100000.0,100000,100000.0,97816.8672972011,100000.0,73918.27281632947,117888.52472329121
2022-02-02,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,100000.0,100000,100000.0,108802.42894391093,100000.0,73918.27281632947,117888.52472329121
2022-02-03,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,100000.0,100000,100000.0,106265.62638039219,100000.0,74546.95222844627,117888.52472329121
2022-02-04,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,100000.0,100000,100000.0,80224.74479253565,100000.0,81000.49589916412,117888.52472329121
2022-02-05,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,99829.35423382102,100000,100000.0,80361.64492295201,100000.0,80710.32685370641,117888.52472329121
2022-02-06,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,100718.17952580238,100000,100000.0,78963.23497468156,100000.0,82221.7009260194,117888.52472329121
2022-02-07,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104276.17321631688,95007.39400649998,119296.88582762382,102017.31680195319,100000,100000.0,76919.27143367066,100000.0,84430.776672697,117888.52472329121
2022-02-08,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104061.07248302847,95007.39400649998,119296.88582762382,102198.0592131727,100000,100000.0,76919.27143367066,100000.0,84738.11422997505,117888.52472329121
2022-02-09,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,103711.68743481573,95007.39400649998,119296.88582762382,102491.63652968212,100000,100000.0,76919.27143367066,100000.0,85237.31823372527,117888.52472329121
2022-02-10,100000.0,125431.52930565435,101511.56014691982,100512.75469824176,100000.0,94508.39999533509,117888.52472329121,100000.0,104641.2616776692,95007.39400649998,119296.88582762382,101710.54439906805,100000,100000.0,76919.27143367066,100000.0,83909.13551328739,117888.52472329121
2022-02-11,100000.0,125431.52930565435,101511.56014691982,101622.30812663317,100000.0,94508.39999533509,117888.52472329121,100000.0,105829.83627637335,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82210.89112228066,117888.52472329121
2022-02-12,100000.0,125431.52930565435,101511.56014691982,101776.47898839698,100000.0,94508.39999533509,117888.52472329121,100000.0,105994.9870167198,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82210.89112228066,117888.52472329121
2022-02-13,100000.0,125431.52930565435,101675.17440350243,101938.90935674187,100000.0,94508.39999533509,117888.52472329121,100000.0,106168.98549658823,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82210.89112228066,117888.52472329121
2022-02-14,100000.0,125431.52930565435,101194.64408461402,101461.85608321788,100000.0,94508.39999533509,117888.52472329121,100000.0,105657.95701555209,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82210.89112228066,117888.52472329121
2022-02-15,100000.0,125431.52930565435,99193.0123183759,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,103529.28625142525,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82210.89112228066,117888.52472329121
2022-02-16,100000.0,125431.52930565435,99193.0123183759,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,103529.28625142525,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,82750.2760560197,117888.52472329121
2022-02-17,100000.0,125431.52930565435,102569.26742779839,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,103529.28625142525,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,85448.29347536273,117888.52472329121
2022-02-18,100000.0,126053.21759106923,103113.49257134994,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,103529.28625142525,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,85883.19216333472,117888.52472329121
2022-02-19,100000.0,125932.92528398668,103008.18883694476,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,103529.28625142525,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,85799.04232852094,117888.52472329121
2022-02-20,100000.0,127876.66886681548,104709.73952594711,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,101717.49898395894,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87158.77767138986,117888.52472329121
2022-02-21,100000.0,129460.27062890776,106096.0225177973,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,100241.40433102098,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,88266.57774541642,117888.52472329121
2022-02-22,100000.0,128056.49282935576,104867.15719670503,99474.70782443078,100000.0,94508.39999533509,117888.52472329121,100000.0,100241.40433102098,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-23,100000.0,128056.49282935576,104867.15719670503,96923.31867600804,100000.0,94508.39999533509,117888.52472329121,100000.0,97670.35047395188,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-24,100000.0,128056.49282935576,104867.15719670503,99726.8485343002,100000.0,94508.39999533509,117888.52472329121,100000.0,100495.488403235,95007.39400649998,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-25,100000.0,128056.49282935576,104867.15719670503,104025.1634721068,100000.0,94508.39999533509,117888.52472329121,100000.0,102834.80331913117,96974.19694180718,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-26,100000.0,128056.49282935576,104867.15719670503,103531.461551193,100000.0,94508.39999533509,117888.52472329121,100000.0,102566.11098636563,96748.29111562415,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-27,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,98848.0857492247,93622.3233802568,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-02-28,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,98848.0857492247,93622.3233802568,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-01,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,98848.0857492247,93622.3233802568,119296.88582762382,100711.822378925,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-02,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,98848.0857492247,93622.3233802568,119296.88582762382,101109.06471756814,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-03,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,99887.41939207741,93622.3233802568,119296.88582762382,102191.23460977346,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-04,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,102274.77089318703,93622.3233802568,119296.88582762382,104676.98106316541,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-05,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,102094.7087122233,93622.3233802568,119296.88582762382,104324.03776000947,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-06,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,102800.47590086631,93622.3233802568,119296.88582762382,105707.42544022943,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-07,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,103113.08204825062,93622.3233802568,119296.88582762382,106320.17069108752,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-08,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,102576.70187396627,93622.3233802568,119296.88582762382,105268.80171706947,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-09,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-10,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-11,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-12,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-13,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-14,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-15,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-16,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-17,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-18,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-19,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-20,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-21,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-22,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-23,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-24,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100000.0,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-25,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100381.79574038094,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-26,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,100616.91403110791,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-27,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,100000.0,94508.39999533509,117888.52472329121,103366.14006354503,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-28,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,99654.11258898275,94508.39999533509,117888.52472329121,103715.59531923407,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-29,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,99286.91630503001,94508.39999533509,117888.52472329121,104086.57924987031,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-30,100000.0,128056.49282935576,104867.15719670503,96699.87025608837,99717.8042698296,94508.39999533509,117888.52472329121,103651.24665574805,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-03-31,100000.0,128056.49282935576,104867.15719670503,101795.45794289262,101547.55983366392,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-04-01,100000.0,128056.49282935576,104867.15719670503,99266.22889910698,100639.34841635033,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-04-02,100000.0,128056.49282935576,104867.15719670503,100811.89976620686,101194.37759900118,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-04-03,100000.0,128056.49282935576,104867.15719670503,98861.04192456997,100493.85133797168,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-04-04,100000.0,128056.49282935576,104867.15719670503,98294.57836481839,100290.44205255226,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,87284.57255478951,117888.52472329121
2022-04-05,100000.0,128056.49282935576,104867.15719670503,101837.29825779918,101562.58411618017,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,90000.85062299017,117888.52472329121
2022-04-06,100000.0,128056.49282935576,113508.997878909,109449.94563956559,104296.18125127957,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,95837.6279434345,117888.52472329121
2022-04-07,100000.0,128056.49282935576,112492.51171103644,108554.51710194028,103974.64515977459,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,95151.08399644858,117888.52472329121
2022-04-08,100000.0,128056.49282935576,116919.78951176092,112454.53169344304,105375.08684313863,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,98141.30744638898,117888.52472329121
2022-04-09,100000.0,128056.49282935576,115055.71163354482,110812.4547215506,104785.43955214112,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,96882.29239586633,117888.52472329121
2022-04-10,100000.0,128056.49282935576,117265.74834341009,112759.28882688298,105484.52094471909,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,98374.97116881047,117888.52472329121
2022-04-11,100000.0,128056.49282935576,127026.57051072059,121357.65346335221,108572.0756097479,94508.39999533509,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,104967.51870007535,117888.52472329121
2022-04-12,100000.0,128056.49282935576,125004.55329040445,119576.44681257181,107932.46876164201,93084.65849967347,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,103601.82999010029,117888.52472329121
2022-04-13,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,90279.35250026017,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,100722.75606164226,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
2022-04-14,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,93431.27858941784,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,103952.15899262462,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
2022-04-15,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,91837.49556964582,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,102319.199522824,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
2022-04-16,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,92290.3556582308,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,102783.19127137166,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
2022-04-17,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,94122.27002662243,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,104660.1355471093,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
2022-04-18,100000.0,128056.49282935576,121020.41919277888,116066.80006921617,106672.20281187174,91185.80482608076,117888.52472329121,101802.61707848862,100257.43164512957,93622.3233802568,119296.88582762382,101651.48970418244,100000,100000.0,76919.27143367066,100000.0,100910.90980332601,117888.52472329121
